url,question,answer,label
https://www.lightinthebox.com/knowledge-base/?page_key=Cancellation-Policy-PC&prm=1.34.145.0,Cancellation Policy,"For all products excluding Made-To-Order items, orders may be cancelled for a full refund at any time until the order is shipped.

For Made-To-Order products:

Orders cancelled within 24 hours of payment confirmation are eligible for a full refund.
Orders cancelled after production begins may be cancelled, but you will be responsible for 50% of the product price.
Made-To-Order products that have already been shipped can not be cancelled.",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=complaint-PC&prm=1.34.145.0,How to complain about the service?,"We guarantee each customer’s satisfaction. If you’re not satisfied with the service our agent provided, you may complain to the supervisor for help.

 

There is a ""Complain to a Supervisor"" button at the bottom of each ticket page.

 

Please input the details of the problem in the message box and the supervisor will reply to you in 24 hours to solve the problem for you.",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=withdraw-credit-PC&prm=1.34.145.0,How to withdraw credit?,"Rewards cannot be withdrawn.

Credit can only be withdrawn to the card or account with which you originally used to pay. To withdraw Credit, click the withdraw button in Available Balance on the My Rewards & Credit page.
A record of the withdrawal will be listed on your credit card bill after your withdrawal request is successfully processed. If more than one card was used to pay, you will receive the total withdrawal amount split across each of the cards. Please refer all inquiries regarding the arrival of your refund to your card-issuing institution, as the time required to complete the refund may be affected by your institution's policies and practices.

Refund time estimates:

Original Payment Method	Refund time
	via Credit/Debit Card	Up to 30 business days
via PayPal Balance	Instantly
	4-7 business days
	7-14 business days
	4-7 business days
	7-14 business days
	7-14 business days
	7-14 business days
	7-14 business days
	7-14 business days
	7-14 business days",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=cancel-shipped-PC&prm=1.34.145.0,How can i cancel my order before it's shipped out?,"--Cancellation regarding the unshipped order you have placed

After sign in to “My Orders”, you can easily find each order you've placed and its current status.  You can open each Order Details page by clicking on either the Order Number or View Details.
Most of our products can be cancelled up until they are shipped for a full refund. If your order status is Draft or Pending, you can easily delete/cancel your order by yourself. If your order status is “Processing”, you can select “cancel this order” to cancel your order. Unfortunately, once an order has been shipped, it can no longer be cancelled.

Please refer to the chart below as a reference to our cancellation policy:



Made-to-Order products

Within 24 hours of payment confirmation*	24 hours after payment confirmation*
Full Refund	50% refund of the product price, full refund of the shipping price

*When you receive an email entitled ""Payment Confirmation for Order#_______ with LightInTheBox.com"", your payment has been confirmed.



To delete your order (Order Status: Draft or Pending)




1. Sign in to “My Account” and click on “My Orders”.

2. Click on the order number that you would like to cancel.

3. Click ""Cancel Order"" and confirm that you want to proceed with cancellation order.

3. Click ""Cancel Order"" and confirm that you want to proceed with cancellation order.
2. Click on the order number that you would like to cancel.
3. Click “Cancel This Order” to contact Customer Support to proceed with cancellation.

Note: Only orders that have not shipped can be cancelled. Once your order has been shipped, this link will no longer be available.",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=ship-from&prm=1.34.146.0,Where do you ship from?,"We are a global procurement company that specializes in worldwide shipping from our network of warehouses. To ensure timely delivery, we will ship your order from the warehouse of the responsible supplier near to your country. In the event that the desired product is out of stock at that warehouse, we will swiftly relocate it to another warehouse and ship it from there. Therefore, your orders may be shipped from different countries. Thank you for your inquiry and understanding.

Rest assured that our dedicated team conducts thorough inspections of all products before shipment to maintain the highest quality standards. We are committed to providing you with the best experience possible.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=CPF-number-PC&prm=1.34.145.0,Why was i asked for a ”CPF“ number?(Brazillian customers),"The CPF number (Cadastro de Pessoas Físicas, Portuguese for ""Natural Persons Register"") is the Brazilian individual taxpayer registry identification. This number is attributed by the Brazilian Federal Revenue to Brazilians and resident aliens who, directly or indirectly, pay taxes in Brazil.

It is an 11-digit number in the format 000.000.000/00. 

The CNPJ number is the Brazilian company taxpayer registry identification. This number is attributed by the Brazilian Federal Revenue to Brazilians and resident aliens who, directly or indirectly, pay taxes in Brazil.

It is an 13-digit number in the format 00.000.000/0000-00.

The CNPJ number is the Brazilian company taxpayer registry identification. This number is attributed by the Brazilian Federal Revenue to Brazilians and resident aliens who, directly or indirectly, pay taxes in Brazil.

It is an 13-digit number in the format 00.000.000/0000-00.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=Rewards-Credit-Program-Terms&prm=1.34.145.0,LightInTheBox Reward & Credit Program Terms,"LightInTheBox Rewards & Credit Program Terms
Welcome to our Rewards & Credit program page. The Rewards & Credit Program is subject to the following Program-Specific Terms.

On this page:

Types
Program-Specific Membership Benefits & Restrictions
Rewards & Credit Balance
Expiration
Inactive Account
Redemption of Rewards & Credit
Withdrawal
Returns
Non-Transferability and Non-Aggregation of Rewards & Credit Balance
Program Period
Types
Rewards
Credit
Program-Specific Membership Benefits & Restrictions
Enrollment in the Rewards & Credit Program is effective after registration at LightInTheBox.com and is totally free. LightInTheBox.com reserves the right to cancel, change, suspend, or modify any aspect of the Rewards & Credit Program Terms at any time without prior notice to you.

Rewards:
There are multiple ways to earn Rewards.

1. A Member that makes a Qualifying Purchase (defined below) may earn Rewards equal to 1% of the Net Amount (defined below) paid for that purchase.

Qualifying Purchase means a purchase placed online of one or more products from LightInTheBox.com that is paid in full.

Net Amount means the cash amount paid by the Member for the product(s) purchased in the Qualifying Purchase after applying discounts or other Rewards & Credit or deductions.

2. Promotional Events will be held periodically during which promotional Rewards can be earned according to the Event Rules.

Restrictions:
- Rewards are not awarded for purchases paid for in their entirety with Rewards & Credit. The balance of a Purchase paid for in part with Rewards & Credit is eligible to earn Rewards on the portion of the balance not paid for with Rewards & Credit.
- Rewards will be posted to your Rewards & Credit account once delivery is confirmed and you have written a review on the items in your order.
- Rewards awarded are rounded down to the nearest cent, excluding JPY, CLP, NOK, DKK, SEK, KRW, which are rounded down to the nearest whole unit.

Credit:
Refunds can be used as Credit or refunded to your original payment method once your order has received a refund. Members who accept refunds in Credit shall not receive any other reimbursement for cancelling deals or returning goods in any form.

Rewards & Credit Balance
Members can check their Rewards & Credit balance in their account at any time by logging in to the My Account page and clicking on My Rewards & Credit. LightInTheBox.com is not liable for any failure, delay, or error in crediting Rewards to an account. Each Member is responsible for any and all activity occurring in or through his/her account, including the redemption of Rewards & Credit, whether or not the activity was authorized.

Expiration
Unless otherwise specified by LightInTheBox.com, Rewards have an expiration date. If a Member does not make a Purchase or use his/her Rewards before the Expiration Date, any expired Rewards will be automatically deducted from his/her Rewards & Credit Balance.

Credit is valid forever unless the Member's Reward and Credit account turns into Inactive Account.

Inactive Account
If the Member has stopped logging in the Rewards and Credit account for a consecutive period over 365 days from the Member's latest log-in date, upon prior written notification of the status of the account to be categorized as Inactive Account, LightInTheBox.com reserves the right to charge an administrative fee of 1【USD】 in your Reward and Credit account per month if there is no log-in activity has taken place within 10 days after the notification. If the balance in the Member's account is insufficient to pay for the administrative fee, LightInTheBox.com reserves the right to terminate your account.

Redemption of Rewards & Credit
Rewards & Credit will be automatically applied towards the next eligible purchase on LightInTheBox.com, excluding the purchase of prepaid Credit, Rewards and/or Coupons. In order to use Rewards & Credit to pay for an order, the order must be placed in the same currency as the Rewards & Credit Balance. To redeem Rewards & Credit, check the applicable box during the checkout process on LightInTheBox.com.

Withdrawal
Rewards cannot be withdrawn.

Credit can only be withdrawn to the card or account with which you originally used to pay, and a record of the withdrawal will be listed on your credit card bill after your withdrawal request is successfully processed. If more than one card was used to pay, the total withdrawal amount will be split across each of the cards. To withdraw Credit, click the button in Available Balance on the My Rewards & Credit page.

Returns
If returning an item in an order that was paid in whole or in part using Rewards & Credit, the return will be processed in accordance with our Return Policy.

Non-Transferability and Non-Aggregation of Rewards & Credit Balance
Rewards & Credit and any other right or obligation may not be transferred, assigned, sold, traded, or bartered by any Member or any other person without prior written consent of LightInTheBox.com. Any attempt to do any of the aforementioned shall be rendered null and void. In addition, the Rewards & Credit Balance is for the Member's personal use only. Members may not aggregate Rewards & Credit from multiple accounts or use Rewards & Credit for the purpose of purchasing products from LightInTheBox.com on behalf of others or for the purpose of reselling such products to others.

Program Period
This Program will continue until terminated, suspended, modified, or converted to another Rewards & Credit program by LightInTheBox.com.",My Reward & Credit
https://www.lightinthebox.com/knowledge-base/?page_key=order-confirmation-email-PC&prm=1.34.145.0,Why i haven't received order confirmation email?,"When the order confirmation email will be sent?
You weill be charged for your order when your payment status is changed to ”Payment received“(for further information about order satus,click[Here]）.We will then confirm your payment and begin processing your order right away.In some cases,PayPal and credit/debit/debit card payments by providing the email entitled,”Payment Confirmation for Order#_with Lightin TheBox.con

if you have‘t received an order confirmation email,it is likely the result of one or two thing:

1.Your payment hasn't been received yet
The time it takes to process your payment depends on the payment method you have used. It can also vary by bank and country. Please check your transaction records to confirm whether the payment has been charged successfully.
Timeline to Receive Payment Estimates:
paypal-realtime、credit card-realtime-7 days、credit card(installment)-Realtime、Boleto、oxxo（off-line payment)-7days、wire transfer-up to bank,usually 3-10 day、klarna paylater、klarna installment-realtime
2.Your payment is under payment reviewing
To ensure payment safety, there will be a payment verification process which normally takes no longer than 24 hours. Please wait patiently and check the status of your order later. If there is further information required from you, we will keep you informed.
We suggest that you may wait at least 24 hours to receive the order confirmation email. Alternatively, you can visit ""My Orders"" page to check the status of your orders.
3. You have entered an incorrect email address with your order
If you have been charged but haven’t received an email confirmation after 24 hours, please check the email address that you have registered with us whether it is the correct email address. In case it was wrote incorrectly, please refer to “How to change my account/email address” for further help.
4. Your confirmation email was blocked or filtered
It happens that legitimate emails are being blocked or moved to the Junk folder. So please, don't forget to check also your junk or spam folder to ensure that your email provider hasn’t misfiled the email.",My Account
https://www.lightinthebox.com/knowledge-base/?page_key=pay-coupon-PC&prm=1.34.145.0,How can i ues my Rewards & Credit Balance/Coupon?,"Your Rewards & Credit balance/Coupon will be automatically applied towards your next eligible purchase on LightInTheBox.com.
Your Rewards & Credit balance/Coupon will be automatically applied towards your next eligible purchase on LightInTheBox.com.",Payment
https://www.lightinthebox.com/knowledge-base/?page_key=cash-on-delivery-PC&prm=1.34.145.0,Do you accept cash on delivery?,We strive to help anyone in the world buy from LightInTheBox.com by offering a variety of payment methods. Soon we will accept cash on delivery as an available payment method in Middle Eastern countries first. Also it will be gradually available in other countries/regions.,Payment
https://www.lightinthebox.com/knowledge-base/?page_key=make-bulk-purchases&prm=1.34.145.0,How can i make bulk purchases for corporate procurement?,"In Lightinthebox, we warmly welcome all forms of enterprise to our website for any purchases. For more in-depth consultations before ordering, you may contact our mailbox:litbcs-vip@lightinthebox.com.

How to purchase:

After selecting the products to cart, please choose checkout and select wire transfer as the primary payment method.
Next, please head to any banks and transfer the amount to our company account through the payment method of Wire Transfer:

Please save our bank details to pay at your local bank, and input the Order Number in the payment Remark

Company Name:

LIGHT IN THE BOX LIMITED

Account Number:

808-383277-838

Bank Name:

THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED

Bank Address:

1 QUEEN'S ROAD CENTRAL, HONG KONG

Swift Code:

HSBCHKHHHKH

[ATTENTION]

The Order Number is the only identification code for us to recognize your payment. Please remember to leave your order number in the payment remark. After we identify the payment by this order number, the order status will be changed to ""Payment Confirmed""

Note：

1. Our international banking partner, HSBC, doesn't require an IBAN number, please use the information above for your wire transfer.(Payment Transferring time: 5-10 days）

2. We recommend using your local HSBC bank for the wire transfer to reduce international transaction fees.

3. Customers who choose to pay via wire transfer are responsible for all local handling fees and intermediary bank handling fees. Therefore, customers should confirm the total payment amount with their local bank.",Payment
https://www.lightinthebox.com/knowledge-base/?page_key=Return-Policy-Warranty-PC&prm=1.34.145.0,Return Policy,"Return Policy
We aim to offer services that will benefit all our customers. We hope you are happy with every purchase you make. In certain circumstances, you may want to return some items. Please read our return policy below, we will do our best to assist you.
Returnable items
Items that can be returned/refunded or exchanged within the warranty* follow the criteria as below:
1. Faulty items damaged/broken, or soiled upon arrival.
2. Items received in the incorrect size/color.
*Warranty:  
- 1 year for Faucets and Lights & Lighting Category (excluding Light Bulbs/ LED Strip Lights/ LED String Lights/ Décor & Night Light/ Outdoor Lighting/ Indoor Lighting/ Lighting Accessories)
- 30 days for the rest of the items
 
*7 Days No Reason Return

Within 7 days of you receiving the product, if you wish to return it for personal reasons and the product is still in brand new condition, you may return it for a refund of the item price. You will be responsible for paying the return shipping fees. Please submit a “Return or Exchange” ticket within 7 days of the order being received. 

Note: Items that can be returned/refunded must follow the criteria below:
1. Items are in the original packing with tags.
2. Items are in brand new condition:No perfume, unwashed, unworn, unused, and unaltered.

*14 days for women's swimwear/ Cases & Covers
Return Conditions：
For items with no quality issue, please understand that we will not be responsible for the return shipping cost. All return requests must be authorized by our customer service team before shipping to our returned address. 
Non-Returnable Items
We cannot accept returns under the following conditions:
1. Items outside the warranty time-frame.
2. Washed, worn, used, tag-removed, or misused items.
3. Items under the following categories are non-returnable for customer's reason:CategoriesI	CategoriesII	CategoriesIII	CategoriesIV
ALL	Made-to-order/Made-to-measure/Customized items
Women's Clothing,Men's Clothing,Baby&Shapewear,Lingerie,Underwear,Socks
Weddings&Events	Party Accessories	lingerie,Shapewear,Wedding&Party Jewelry
Sports&Outdoors	lce Skating	ice Skating Dresses,Pants&Jackets	Gymnastics
Lights&Lighting	Light Bulbs	Indoor Lighting	Outdoor Lighting	Ceiling Lights&Fans	Ceiling Lights&Fans	Pendant Lights	Lamps&Lamp Shades
Chandeliers
Wall Lights
Table&Floor Lamp
Home&Garden	Bath Accessories	Bath Fixtures
Faucests/Shower System/Kitchen Tap	Except for Faucet Accessories
Wall Art	Oil Paintings
Consumer Electronics	Automotive	Automotive Equipment&Tools
OBD
Car Electronics
Computer&Office
Computers&Tablets
Laptops,Tablets
Electrical&Tools
3D Printers&Supplies
Security&Safety
CCTV Cameras
Ip Cameras
Toys&Hobbies
Cosplay&Costumes
Zentai Suits,Sexy Costumes,Anime Swimwear,Stockings
Clearance
Beauty&Hair
Health&Personal Card
Personal Protection
Disposable Supplies,Face Masks
*Customer's Reason: no longer needed, bought by mistake, not as expected, changed mind, etc
Before Making a Return Request
For any reason, if you would like to cancel your order while the order is under the shipping process, you will need to wait until you receive the package in hand before making a return request. Because Cross-Border Shipping involves complicated procedures, domestic and international customs clearance, and local and international shipping carriers and agencies.

If you refuse to take the delivery package from the postman or do not pick up your delivery package from your local pick-up stores, our Customer Service will not be able to judge the situation of the package and therefore cannot handle your return requests.

If the package is returned to our warehouse because of a customer's personal reason (Check details below), we'll contact you about re-paying the reshipment postage (by PayPal) and arrange the reshipment. However, please understand that no refund will be issued in this situation.  Details for customer's personal reason:

* Wrong address/no consignee
* Invalid contact information/ no answer to the delivery calls & emails
* Customer refuses to accept package/pay tax fee/ complete customs clearance
* Didn't collect package by the deadline
Return address & refunds
Return address: You will need to send your returning products to our warehouse in Asia. Please always submit a"" Return or Exchange ""Ticket to customer service first to obtain the return address. Please DON'T return your package to any address indicated on the shipping label of the package received, we cannot be held responsible if packages are returned to the wrong address.

Refunds: The refund will be issued to your LightInTheBox Credit Account. You can either use Credits to pay for new order or withdraw it to the original account/card you paid earlier. The original shipping fee and insurance are non-refundable. 
Note:
If you want to return the product, please confirm that you've received your package, by clicking ""Order Received"". Then submit a ""Return or Exchange"" Ticket with supportive proof(photos or videos). We do not provide Return Label service. Please contact our customer service for guidance. After you submit your ticket, our Customer Service will approve your return request according to our policy, warranty, product status, and the proof you provided.

We are also not liable for any aftersales issues that have been mishandled without any prior approval from Lightinthebox. We also require justifications for every claim, such as photo-taking, video proof, etc.

Trackable Packages Inquiry Period

Please note that all shipping companies only accept inquires submitted within the Inquiry Period. If you would like to check for packages you didn't receive, please contact customer service within the required period. Thank you for your cooperation:

* Expedited Express: 30 days from the shipped day
* Expedited Postal/Priority Line/Economy Air: 60 days from the shipped day
* Postal service - tracking: 90 days from the shipped day

Package Delivery Follow-Up & Review Invitation

We'll send a delivery follow-up email to you after a certain shipping period and invite you to share the shopping experience.
* Hope you enjoyed our service. You're welcome to confirm the delivery and write reviews to win shopping rewards. (Our system will auto-confirm the delivery if no update comes from your side.)
* If you haven't received the package yet, please contact Customer service for help.

If you need assistance, please Contact Us.",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=forgot-password-PC&prm=1.34.145.0,I forgot my password,"If you’ve forgotten your password, click on “Forgot your password”. We’ll ask you to enter your email account and then immediately send you a new password. After logging in using the new password, please go to “My Orders” and enter “Account Settings” to change password.",My Account
https://www.lightinthebox.com/knowledge-base/?page_key=How-track-package-PC&prm=1.34.145.0,How can i track my package?,"Once an order has been shipped out, we will send you a Shipping Confirmation Email, including your Tracking Number.

To check the status of your package, please click on the link and it will redirect you to DHL or other shipping vendor's website. This function allows you to track your package using the tracking code provided in the email.

You can also track your order in ""My Orders"" by following these 3 steps:

Step 1:

Sign into your account and click ""My Orders"".

Step 2:

Find the related order in your order list and click on the ""Track"" button, or you can open the ""Order Detail"" page, then click the ""Track"" button on the right side.
Note: At this time, tracking is not always available for Postal Service - No Tracking.

Step 3:

After clicking the Track button:

You will be able to view the detailed logistics tracking of your package, as well as specific information about local logistics companies, including their company names and contact information (for most logistics companies).",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=rewards-credit-PC&prm=1.34.146.0,What is the Rewards & Credit Balance?Where to check?,"Your Rewards & Credit balance can be used on future purchases from LightInTheBox.com and cannot be used on any other websites.
You can check your balance anytime in My Rewards & Credit",My Reward & Credit
https://www.lightinthebox.com/knowledge-base/?page_key=make-return-PC&prm=1.34.146.0,How do i make a return?,"LightInTheBox hopes you will be satisfied with every purchase you make, but in some cases a customer may want to return an item. You can view the steps in our return process in the chart below:
STEP1	Click'Comfirm Received'then submit a 'Return Or Exchange'Ticket in your order
STEP2	Customer Service reviews your return
STEP3	Customer Service sends you the 'Return Instruction'
STEP4	Follow the 'RETURN Instucion',write down the Order No.on the paper,inculde it in the box and send it to us
STEP5	After receiving package,we'll process your refund/replacement and keep you informed
If you need to return an item you can begin the process by following steps:

Step 1:
Sign into your account and click on ""My Orders"", then find the order you need help with. 

Step 2:
Please confirm that you've received your package, by clicking ""Confirm Received"". Then submit a ""Return Or Exchange"" ticket.

Step 3:

Please select the item you want to return or exchange, then choose your return reason.
Step 4:

In order to provide a more effective support, we've made ""Pop-up notification"" service available as a quick processing path for the return request. Please click ""Prefer to return"" to continue if you do prefer the return/exchange.

 

Step 5:
Please fill out the form, including as many details as possible and uploading photos that clearly show the problem with the item (if necessary).

 

Note:

Our Customer Service team will respond to you within 24 hours.

Customer Service will approve your return and send you the Return Instruction. Please fill it out completely and send your item(s) back to us as soon as possible.

When we have received your package, your return will be processed in 3 to 5 business days and then your refund will be issued.

 

Please note that we currently do not provide a return label or return slip to process for returning. For items with no quality issue, please understand that we will not be responsible for the return shipping cost. ",Return & Refund
https://www.lightinthebox.com/knowledge-base/?page_key=additional-fees-PC&prm=1.34.145.0,Are there any additional fees/custom duties involved in international shipping?,"In some cases, there will be VAT (Value Added Tax), other taxes, customs duties and/or fees levied by your destination country. These additional charges for taxes or customs clearance charges are the responsibility of the recipient. Unfortunately, we cannot estimate what the charges may be since customs and taxation policies vary widely from country to country. For further details, please contact your destination local customs office or visit their official website.  In other cases, there will be VAT included (i.e. Netherlands, Spanish, France ……). You may view your Checkout section identify whether your VAT is included or not.

Also, in some cases, customs clearance procedures are required; under these circumstances, delays may occur, which will affect our original delivery estimation time.

Due to customs regulatory policies, please note that we are unable to list purchased items as a gift or write an amount lower than the actual product price.

Duty & Tax Insurance


We provide Duty & Tax Insurance service for certain purchase and can be checked when placing an order.

If you pay for the Duty & Tax Insurance when you placed an order and were charged a tax fee when the package arrived, we'll be glad to refund 100% tax fee. Please tell us what was the total amount of the tax fee you were charged by submitting a new ""Custom Duty Issue"" ticket with a copy of the invoice at that time, and we'll refund the amount you were charged.

Please note that we will not refund any tax fee if you haven't purchased the Insurance for Duty & Tax for this order.",Shipping & Delivery
https://www.lightinthebox.com/knowledge-base/?page_key=charged-PC&prm=1.34.145.0,Will i be charged without my permission?,"Our company won't charge you without your permission. 

If you see a charge from Lightinthebox on your bank or credit card statement and you are not sure where the charge came from, we suggest that you sign in to your account on our website, check “My Orders” to search for an order that matches the charge. You can open each Order Details page by clicking on either the Order Number or on View Details.

  

If you can't find a transaction that matches the charge on your account, you might want to consider some other scenarios:



Do you have other account on our website where the order was placed but forgotten?



Do you have a child or spouse who is authorized to use your PayPal or bank account? Have you asked them about this charge?

  

If you find a suspicious charge, an error, or some other unauthorized transaction when viewing your account, click Here to report it to us, we may be able to help. ",Payment
https://www.lightinthebox.com/knowledge-base/?page_key=PO-Boxes-PC&prm=1.34.145.0,Do you ship to PO Boxes or APO/FPO military addresses?,"Please note that LITB doesn’t ship any orders to PO boxes in any country or region because PO Box delivery will limit the shipping options at checkout. We partner with various carriers to ensure that your items arrive on time and major carriers with Priority and Expedited won’t provide shipping service to PO Box addresses.


Additionally, APO/FPO/Private Mail Bag addresses are not acceptable.  


[Note]: A post office box, PO box, POB, or postbox is a locked, rented container from which the recipient can receive and remove mail. It is usually located within a post office and requires a fee for use. It's NOT the mail box located in your house or flat. 


Please fill out a valid street address instead of uncheck the PO box address at checkout.",Shipping & Delivery
